respondent_id,year,org_encouragement,org_preparedness,policy_suits_me,choice_autonomy
2020_1134,2020,Neither agree nor disagree,Strongly agree,,
2020_1135,2020,Somewhat disagree,Somewhat disagree,,
2020_1136,2020,Neither agree nor disagree,Strongly agree,,
2020_1137,2020,Neither agree nor disagree,Strongly agree,,
2020_1138,2020,Somewhat disagree,Somewhat disagree,,
2020_1139,2020,Strongly disagree,Neither agree nor disagree,,
2020_1140,2020,Strongly agree,Strongly agree,,
2020_1141,2020,Strongly agree,Somewhat agree,,
2020_1142,2020,Somewhat agree,Strongly agree,,
2020_1143,2020,,,,
2020_1144,2020,Neither agree nor disagree,Somewhat agree,,
2020_1145,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1146,2020,,,,
2020_1147,2020,Somewhat agree,Somewhat agree,,
2020_1148,2020,,,,
2020_1149,2020,Neither agree nor disagree,Strongly agree,,
2020_1150,2020,Neither agree nor disagree,Strongly agree,,
2020_1151,2020,Strongly agree,Strongly agree,,
2020_1152,2020,Somewhat agree,Neither agree nor disagree,,
2020_1153,2020,Neither agree nor disagree,Somewhat agree,,
2020_1154,2020,Strongly disagree,Neither agree nor disagree,,
2020_1155,2020,Somewhat disagree,Strongly agree,,
2020_1156,2020,Somewhat agree,Neither agree nor disagree,,
2020_1157,2020,Strongly agree,Strongly agree,,
2020_1158,2020,Somewhat agree,Strongly agree,,
2020_1159,2020,Strongly agree,Strongly agree,,
2020_1160,2020,Strongly agree,Strongly agree,,
2020_1161,2020,Somewhat agree,Strongly agree,,
2020_1162,2020,Somewhat agree,Somewhat agree,,
2020_1163,2020,Neither agree nor disagree,Somewhat agree,,
2020_1164,2020,Strongly agree,Somewhat agree,,
2020_1165,2020,Strongly agree,Strongly agree,,
2020_1166,2020,,,,
2020_1167,2020,,,,
2020_1168,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1169,2020,Somewhat agree,Neither agree nor disagree,,
2020_1170,2020,Strongly disagree,Strongly agree,,
2020_1171,2020,Somewhat agree,Somewhat disagree,,
2020_1172,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1173,2020,Somewhat agree,Neither agree nor disagree,,
2020_1174,2020,Somewhat agree,Strongly agree,,
2020_1175,2020,Somewhat agree,Somewhat agree,,
2020_1176,2020,,,,
2020_1177,2020,Strongly agree,Neither agree nor disagree,,
2020_1178,2020,Somewhat agree,Strongly agree,,
2020_1179,2020,Somewhat agree,Somewhat agree,,
2020_1180,2020,Neither agree nor disagree,Somewhat agree,,
2020_1181,2020,Somewhat agree,Somewhat agree,,
2020_1182,2020,Strongly agree,Strongly agree,,
2020_1183,2020,Somewhat agree,Strongly agree,,
2020_1184,2020,Somewhat disagree,Strongly agree,,
2020_1185,2020,Strongly agree,Somewhat agree,,
2020_1186,2020,Somewhat disagree,Somewhat disagree,,
2020_1187,2020,,,,
2020_1188,2020,Somewhat agree,Somewhat agree,,
2020_1189,2020,Strongly agree,Strongly agree,,
2020_1190,2020,Strongly disagree,Somewhat disagree,,
2020_1191,2020,Somewhat agree,Somewhat agree,,
2020_1192,2020,Somewhat agree,Somewhat agree,,
2020_1193,2020,,,,
2020_1194,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1195,2020,Somewhat agree,Somewhat agree,,
2020_1196,2020,Somewhat agree,Somewhat agree,,
2020_1197,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1198,2020,Somewhat disagree,Somewhat agree,,
2020_1199,2020,,,,
2020_1200,2020,Somewhat agree,Somewhat agree,,
2020_1201,2020,,,,
2020_1202,2020,,,,
2020_1203,2020,Somewhat agree,Neither agree nor disagree,,
2020_1204,2020,Strongly agree,Somewhat agree,,
2020_1205,2020,,,,
2020_1206,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1207,2020,,,,
2020_1208,2020,Strongly agree,Strongly agree,,
2020_1209,2020,Strongly agree,Strongly agree,,
2020_1210,2020,,,,
2020_1211,2020,Somewhat agree,Neither agree nor disagree,,
2020_1212,2020,Strongly agree,Somewhat agree,,
2020_1213,2020,Somewhat agree,Somewhat agree,,
2020_1214,2020,Strongly agree,Strongly agree,,
2020_1215,2020,,,,
2020_1216,2020,Somewhat agree,Somewhat disagree,,
2020_1217,2020,,,,
2020_1218,2020,Strongly agree,Strongly disagree,,
2020_1219,2020,Somewhat disagree,Strongly agree,,
2020_1220,2020,,,,
2020_1221,2020,Strongly disagree,Strongly disagree,,
2020_1222,2020,Strongly agree,Strongly agree,,
2020_1223,2020,Somewhat agree,Neither agree nor disagree,,
2020_1224,2020,Somewhat agree,Somewhat agree,,
2020_1225,2020,Neither agree nor disagree,Strongly agree,,
2020_1226,2020,Strongly disagree,Somewhat disagree,,
2020_1227,2020,Strongly agree,Strongly agree,,
2020_1228,2020,Somewhat agree,Somewhat agree,,
2020_1229,2020,Somewhat agree,Somewhat agree,,
2020_1230,2020,Neither agree nor disagree,Somewhat agree,,
2020_1231,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1232,2020,Somewhat disagree,Somewhat disagree,,
2020_1233,2020,Neither agree nor disagree,Somewhat agree,,
2020_1234,2020,Neither agree nor disagree,Strongly agree,,
2020_1235,2020,Somewhat disagree,Strongly agree,,
2020_1236,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1237,2020,Somewhat agree,Strongly agree,,
2020_1238,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1239,2020,,,,
2020_1240,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1241,2020,Strongly agree,Strongly agree,,
2020_1242,2020,Neither agree nor disagree,Somewhat agree,,
2020_1243,2020,Strongly agree,Somewhat agree,,
2020_1244,2020,Neither agree nor disagree,Strongly agree,,
2020_1245,2020,Neither agree nor disagree,Strongly agree,,
2020_1246,2020,,,,
2020_1247,2020,,,,
2020_1248,2020,Somewhat disagree,Somewhat disagree,,
2020_1249,2020,Strongly agree,Strongly agree,,
2020_1250,2020,Somewhat agree,Somewhat disagree,,
2020_1251,2020,Somewhat agree,Strongly agree,,
2020_1252,2020,Somewhat disagree,Strongly disagree,,
2020_1253,2020,Somewhat disagree,Somewhat disagree,,
2020_1254,2020,Somewhat agree,Neither agree nor disagree,,
2020_1255,2020,Somewhat disagree,Somewhat agree,,
2020_1256,2020,Neither agree nor disagree,Somewhat agree,,
2020_1257,2020,Somewhat agree,Strongly agree,,
2020_1258,2020,Somewhat agree,Somewhat agree,,
2020_1259,2020,Strongly agree,Neither agree nor disagree,,
2020_1260,2020,Strongly agree,Neither agree nor disagree,,
2020_1261,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1262,2020,Strongly disagree,Strongly disagree,,
2020_1263,2020,Somewhat agree,Neither agree nor disagree,,
2020_1264,2020,Somewhat agree,Somewhat agree,,
2020_1265,2020,,,,
2020_1266,2020,Somewhat disagree,Somewhat disagree,,
2020_1267,2020,Strongly agree,Somewhat agree,,
2020_1268,2020,Somewhat disagree,Somewhat agree,,
2020_1269,2020,Somewhat agree,Strongly agree,,
2020_1270,2020,Neither agree nor disagree,Strongly agree,,
2020_1271,2020,Neither agree nor disagree,Somewhat agree,,
2020_1272,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1273,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1274,2020,Somewhat agree,Strongly agree,,
2020_1275,2020,Somewhat agree,Strongly agree,,
2020_1276,2020,,,,
2020_1277,2020,,,,
2020_1278,2020,,,,
2020_1279,2020,Strongly agree,Strongly agree,,
2020_1280,2020,Neither agree nor disagree,Somewhat agree,,
2020_1281,2020,Somewhat agree,Strongly agree,,
2020_1282,2020,Somewhat agree,Somewhat agree,,
2020_1283,2020,Neither agree nor disagree,Somewhat agree,,
2020_1284,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1285,2020,Somewhat agree,Somewhat agree,,
2020_1286,2020,Somewhat agree,Strongly agree,,
2020_1287,2020,Somewhat disagree,Somewhat disagree,,
2020_1288,2020,Strongly disagree,Neither agree nor disagree,,
2020_1289,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1290,2020,Somewhat agree,Somewhat agree,,
2020_1291,2020,Neither agree nor disagree,Strongly agree,,
2020_1292,2020,,,,
2020_1293,2020,Somewhat agree,Strongly agree,,
2020_1294,2020,Strongly agree,Strongly agree,,
2020_1295,2020,Somewhat agree,Strongly agree,,
2020_1296,2020,Neither agree nor disagree,Somewhat agree,,
2020_1297,2020,Somewhat agree,Somewhat agree,,
2020_1298,2020,Strongly disagree,Somewhat disagree,,
2020_1299,2020,Somewhat agree,Somewhat agree,,
2020_1300,2020,,,,
2020_1301,2020,Strongly disagree,Strongly disagree,,
2020_1302,2020,Somewhat agree,Strongly agree,,
2020_1303,2020,Strongly agree,Strongly agree,,
2020_1304,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1305,2020,Neither agree nor disagree,Somewhat agree,,
2020_1306,2020,Somewhat agree,Strongly agree,,
2020_1307,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1308,2020,Somewhat agree,Somewhat agree,,
2020_1309,2020,Neither agree nor disagree,Somewhat agree,,
2020_1310,2020,Strongly agree,Strongly agree,,
2020_1311,2020,Somewhat agree,Somewhat agree,,
2020_1312,2020,,,,
2020_1313,2020,Somewhat agree,Strongly agree,,
2020_1314,2020,Somewhat agree,Somewhat agree,,
2020_1315,2020,Strongly disagree,Strongly disagree,,
2020_1316,2020,Strongly agree,Neither agree nor disagree,,
2020_1317,2020,Strongly agree,Strongly agree,,
2020_1318,2020,,,,
2020_1319,2020,Strongly agree,Strongly agree,,
2020_1320,2020,Strongly agree,Strongly agree,,
2020_1321,2020,Somewhat agree,Somewhat agree,,
2020_1322,2020,Neither agree nor disagree,Somewhat agree,,
2020_1323,2020,Somewhat disagree,Somewhat disagree,,
2020_1324,2020,Somewhat agree,Strongly agree,,
2020_1325,2020,Somewhat agree,Somewhat agree,,
2020_1326,2020,Strongly agree,Strongly agree,,
2020_1327,2020,Strongly agree,Neither agree nor disagree,,
2020_1328,2020,Somewhat agree,Neither agree nor disagree,,
2020_1329,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1330,2020,Strongly agree,Strongly agree,,
2020_1331,2020,Somewhat agree,Strongly agree,,
2020_1332,2020,Strongly agree,Somewhat disagree,,
2020_1333,2020,Somewhat disagree,Somewhat disagree,,
2020_1334,2020,Somewhat agree,Neither agree nor disagree,,
2020_1335,2020,Neither agree nor disagree,Strongly agree,,
2020_1336,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1337,2020,,,,
2020_1338,2020,,,,
2020_1339,2020,Somewhat agree,Strongly agree,,
2020_1340,2020,Strongly agree,Strongly agree,,
2020_1341,2020,,,,
2020_1342,2020,,,,
2020_1343,2020,Somewhat agree,Strongly agree,,
2020_1344,2020,Strongly disagree,Strongly agree,,
2020_1345,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1346,2020,,,,
2020_1347,2020,Somewhat agree,Strongly agree,,
2020_1348,2020,Strongly agree,Strongly agree,,
2020_1349,2020,Strongly agree,Strongly agree,,
2020_1350,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1351,2020,Somewhat agree,Somewhat agree,,
2020_1352,2020,Somewhat agree,Somewhat agree,,
2020_1353,2020,Strongly agree,Somewhat agree,,
2020_1354,2020,Strongly agree,Strongly agree,,
2020_1355,2020,Strongly disagree,Strongly disagree,,
2020_1356,2020,Strongly disagree,Somewhat disagree,,
2020_1357,2020,Somewhat agree,Somewhat agree,,
2020_1358,2020,,,,
2020_1359,2020,Somewhat agree,Neither agree nor disagree,,
2020_1360,2020,Strongly agree,Strongly agree,,
2020_1361,2020,Strongly agree,Somewhat agree,,
2020_1362,2020,,,,
2020_1363,2020,Somewhat disagree,Somewhat agree,,
2020_1364,2020,,,,
2020_1365,2020,Somewhat agree,Somewhat agree,,
2020_1366,2020,Somewhat agree,Somewhat agree,,
2020_1367,2020,Somewhat agree,Neither agree nor disagree,,
2020_1368,2020,,,,
2020_1369,2020,,,,
2020_1370,2020,Somewhat agree,Somewhat agree,,
2020_1371,2020,Somewhat agree,Somewhat agree,,
2020_1372,2020,Somewhat disagree,Somewhat disagree,,
2020_1373,2020,Somewhat agree,Strongly agree,,
2020_1374,2020,,,,
2020_1375,2020,,,,
2020_1376,2020,Somewhat agree,Somewhat agree,,
2020_1377,2020,Strongly agree,Strongly agree,,
2020_1378,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1379,2020,,,,
2020_1380,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1381,2020,,,,
2020_1382,2020,Somewhat disagree,Somewhat agree,,
2020_1383,2020,Somewhat agree,Somewhat agree,,
2020_1384,2020,Somewhat disagree,Somewhat agree,,
2020_1385,2020,Neither agree nor disagree,Strongly agree,,
2020_1386,2020,Somewhat agree,Neither agree nor disagree,,
2020_1387,2020,Strongly agree,Strongly agree,,
2020_1388,2020,Neither agree nor disagree,Somewhat agree,,
2020_1389,2020,Strongly disagree,Somewhat agree,,
2020_1390,2020,Somewhat agree,Strongly agree,,
2020_1391,2020,Strongly agree,Strongly agree,,
2020_1392,2020,Strongly agree,Strongly agree,,
2020_1393,2020,,,,
2020_1394,2020,Strongly agree,Somewhat agree,,
2020_1395,2020,Somewhat agree,Somewhat agree,,
2020_1396,2020,Somewhat agree,Strongly agree,,
2020_1397,2020,Somewhat agree,Somewhat agree,,
2020_1398,2020,Strongly agree,Strongly agree,,
2020_1399,2020,,,,
2020_1400,2020,Somewhat agree,Somewhat agree,,
2020_1401,2020,Somewhat disagree,Somewhat disagree,,
2020_1402,2020,,,,
2020_1403,2020,Somewhat disagree,Strongly agree,,
2020_1404,2020,Strongly disagree,Somewhat agree,,
2020_1405,2020,Somewhat disagree,Somewhat disagree,,
2020_1406,2020,Somewhat agree,Somewhat agree,,
2020_1407,2020,Strongly agree,Somewhat agree,,
2020_1408,2020,Neither agree nor disagree,Somewhat agree,,
2020_1409,2020,Somewhat agree,Somewhat agree,,
2020_1410,2020,Somewhat agree,Strongly agree,,
2020_1411,2020,Somewhat agree,Somewhat agree,,
2020_1412,2020,Strongly disagree,Neither agree nor disagree,,
2020_1413,2020,Neither agree nor disagree,Somewhat agree,,
2020_1414,2020,Strongly agree,Strongly agree,,
2020_1415,2020,Somewhat agree,Somewhat agree,,
2020_1416,2020,Neither agree nor disagree,Strongly agree,,
2020_1417,2020,Somewhat disagree,Somewhat disagree,,
2020_1418,2020,,,,
2020_1419,2020,Strongly disagree,Somewhat agree,,
2020_1420,2020,Strongly disagree,Strongly disagree,,
2020_1421,2020,,,,
2020_1422,2020,Somewhat disagree,Somewhat disagree,,
2020_1423,2020,Strongly agree,Strongly agree,,
2020_1424,2020,Somewhat agree,Neither agree nor disagree,,
2020_1425,2020,Somewhat agree,Somewhat agree,,
2020_1426,2020,,,,
2020_1427,2020,Somewhat disagree,Somewhat disagree,,
2020_1428,2020,Somewhat disagree,Somewhat disagree,,
2020_1429,2020,Neither agree nor disagree,Somewhat agree,,
2020_1430,2020,,,,
2020_1431,2020,Strongly agree,Somewhat disagree,,
2020_1432,2020,Neither agree nor disagree,Somewhat agree,,
2020_1433,2020,Strongly agree,Strongly agree,,
2020_1434,2020,Neither agree nor disagree,Strongly agree,,
2020_1435,2020,Neither agree nor disagree,Somewhat agree,,
2020_1436,2020,Somewhat agree,Somewhat agree,,
2020_1437,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1438,2020,Neither agree nor disagree,Somewhat agree,,
2020_1439,2020,Strongly agree,Somewhat agree,,
2020_1440,2020,Somewhat agree,Somewhat agree,,
2020_1441,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1442,2020,Strongly agree,Strongly agree,,
2020_1443,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1444,2020,Neither agree nor disagree,Somewhat agree,,
2020_1445,2020,Strongly agree,Strongly agree,,
2020_1446,2020,Somewhat agree,Somewhat agree,,
2020_1447,2020,Strongly disagree,Strongly disagree,,
2020_1448,2020,Neither agree nor disagree,Somewhat agree,,
2020_1449,2020,,,,
2020_1450,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1451,2020,,,,
2020_1452,2020,,,,
2020_1453,2020,Strongly agree,Strongly agree,,
2020_1454,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1455,2020,Strongly agree,Strongly agree,,
2020_1456,2020,Somewhat agree,Neither agree nor disagree,,
2020_1457,2020,Strongly agree,Strongly agree,,
2020_1458,2020,Neither agree nor disagree,Somewhat agree,,
2020_1459,2020,Somewhat agree,Somewhat agree,,
2020_1460,2020,Strongly agree,Somewhat agree,,
2020_1461,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1462,2020,Strongly agree,Strongly agree,,
2020_1463,2020,,,,
2020_1464,2020,Somewhat agree,Somewhat agree,,
2020_1465,2020,Somewhat agree,Strongly agree,,
2020_1466,2020,Strongly agree,Strongly agree,,
2020_1467,2020,Somewhat agree,Strongly agree,,
2020_1468,2020,Somewhat disagree,Somewhat disagree,,
2020_1469,2020,Strongly agree,Strongly agree,,
2020_1470,2020,Somewhat agree,Strongly agree,,
2020_1471,2020,Neither agree nor disagree,Strongly agree,,
2020_1472,2020,Somewhat disagree,Somewhat disagree,,
2020_1473,2020,Somewhat disagree,Somewhat agree,,
2020_1474,2020,Strongly agree,Strongly agree,,
2020_1475,2020,Somewhat agree,Somewhat agree,,
2020_1476,2020,Strongly disagree,Somewhat agree,,
2020_1477,2020,Strongly disagree,Somewhat agree,,
2020_1478,2020,Somewhat agree,Somewhat agree,,
2020_1479,2020,Somewhat agree,Somewhat agree,,
2020_1480,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1481,2020,Somewhat disagree,Somewhat agree,,
2020_1482,2020,Somewhat agree,Somewhat agree,,
2020_1483,2020,Strongly agree,Strongly agree,,
2020_1484,2020,Strongly agree,Strongly agree,,
2020_1485,2020,Somewhat agree,Strongly agree,,
2020_1486,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1487,2020,Strongly agree,Strongly agree,,
2020_1488,2020,Neither agree nor disagree,Somewhat agree,,
2020_1489,2020,,,,
2020_1490,2020,Neither agree nor disagree,Somewhat agree,,
2020_1491,2020,Somewhat disagree,Somewhat agree,,
2020_1492,2020,Neither agree nor disagree,Strongly agree,,
2020_1493,2020,,,,
2020_1494,2020,Somewhat agree,Strongly agree,,
2020_1495,2020,Somewhat agree,Strongly agree,,
2020_1496,2020,,,,
2020_1497,2020,Somewhat agree,Somewhat agree,,
2020_1498,2020,Neither agree nor disagree,Somewhat agree,,
2020_1499,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1500,2020,Somewhat agree,Somewhat agree,,
2020_1501,2020,Neither agree nor disagree,Strongly agree,,
2020_1502,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1503,2020,Neither agree nor disagree,Somewhat agree,,
2020_1504,2020,Somewhat agree,Neither agree nor disagree,,
2020_1505,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1506,2020,Strongly agree,Strongly agree,,
2020_1507,2020,Strongly disagree,Somewhat disagree,,
2021_1,2021,,,Somewhat agree,Somewhat agree
2021_2,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_3,2021,,,Strongly agree,Neither agree nor disagree
2021_4,2021,,,Somewhat agree,Somewhat agree
2021_5,2021,,,Strongly agree,Somewhat agree
2021_6,2021,,,Somewhat agree,Somewhat agree
2021_7,2021,,,Somewhat agree,Somewhat agree
2021_8,2021,,,Somewhat agree,Somewhat agree
2021_9,2021,,,Strongly agree,Strongly agree
2021_10,2021,,,Strongly agree,Somewhat agree
2021_11,2021,,,Strongly agree,Strongly agree
2021_12,2021,,,Neither agree nor disagree,Somewhat disagree
2021_13,2021,,,Strongly agree,Strongly agree
2021_14,2021,,,Strongly disagree,Strongly disagree
2021_15,2021,,,Somewhat agree,Somewhat agree
2021_16,2021,,,Somewhat disagree,Somewhat disagree
2021_17,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_18,2021,,,Strongly agree,Neither agree nor disagree
2021_19,2021,,,Strongly agree,Somewhat agree
2021_20,2021,,,Somewhat agree,Somewhat disagree
2021_21,2021,,,Somewhat agree,Somewhat agree
2021_22,2021,,,Somewhat agree,Somewhat agree
2021_23,2021,,,Neither agree nor disagree,Somewhat agree
2021_24,2021,,,Strongly agree,Strongly agree
2021_25,2021,,,Strongly agree,Strongly agree
2021_26,2021,,,Strongly agree,Strongly agree
2021_27,2021,,,Strongly agree,Neither agree nor disagree
2021_28,2021,,,Somewhat agree,Somewhat agree
2021_29,2021,,,Strongly agree,Strongly agree
2021_30,2021,,,Somewhat agree,Strongly agree
2021_31,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_32,2021,,,Strongly agree,Strongly agree
2021_33,2021,,,Neither agree nor disagree,Somewhat agree
2021_34,2021,,,Strongly agree,Strongly agree
2021_35,2021,,,Somewhat agree,Neither agree nor disagree
2021_36,2021,,,Somewhat agree,Somewhat agree
2021_37,2021,,,Neither agree nor disagree,Strongly agree
2021_38,2021,,,Somewhat agree,Somewhat agree
2021_39,2021,,,Neither agree nor disagree,Somewhat agree
2021_40,2021,,,Somewhat agree,Strongly agree
2021_41,2021,,,Strongly agree,Somewhat agree
2021_42,2021,,,Strongly agree,Strongly agree
2021_43,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_44,2021,,,Somewhat agree,Somewhat agree
2021_45,2021,,,Somewhat agree,Somewhat agree
2021_46,2021,,,Somewhat agree,Somewhat disagree
2021_47,2021,,,Somewhat agree,Neither agree nor disagree
2021_48,2021,,,Somewhat agree,Somewhat agree
2021_49,2021,,,Strongly agree,Strongly agree
2021_50,2021,,,Somewhat agree,Somewhat agree
2021_51,2021,,,Somewhat agree,Somewhat disagree
2021_52,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_53,2021,,,Somewhat agree,Neither agree nor disagree
2021_54,2021,,,Strongly agree,Strongly agree
2021_55,2021,,,Somewhat agree,Somewhat agree
2021_56,2021,,,Strongly agree,Strongly agree
2021_57,2021,,,Somewhat agree,Strongly agree
2021_58,2021,,,Strongly agree,Neither agree nor disagree
2021_59,2021,,,Neither agree nor disagree,Somewhat agree
2021_60,2021,,,Somewhat agree,Somewhat disagree
2021_61,2021,,,Strongly agree,Strongly agree
2021_62,2021,,,Strongly agree,Strongly agree
2021_63,2021,,,Strongly agree,Strongly agree
2021_64,2021,,,Strongly agree,Neither agree nor disagree
2021_65,2021,,,Somewhat agree,Somewhat agree
2021_66,2021,,,Neither agree nor disagree,Somewhat disagree
2021_67,2021,,,Neither agree nor disagree,Somewhat agree
2021_68,2021,,,Somewhat agree,Neither agree nor disagree
2021_69,2021,,,Somewhat agree,Neither agree nor disagree
2021_70,2021,,,Somewhat agree,Somewhat agree
2021_71,2021,,,Somewhat agree,Somewhat agree
2021_72,2021,,,Strongly agree,Strongly disagree
2021_73,2021,,,Neither agree nor disagree,Somewhat agree
2021_74,2021,,,Strongly agree,Strongly agree
2021_75,2021,,,Strongly disagree,Strongly disagree
2021_76,2021,,,Strongly agree,Strongly agree
2021_77,2021,,,Somewhat agree,Neither agree nor disagree
2021_78,2021,,,Strongly agree,Strongly agree
2021_79,2021,,,Strongly agree,Strongly disagree
2021_80,2021,,,Neither agree nor disagree,Somewhat agree
2021_81,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_82,2021,,,Somewhat agree,Strongly agree
2021_83,2021,,,Somewhat agree,Somewhat agree
2021_84,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_85,2021,,,Strongly agree,Strongly agree
2021_86,2021,,,Strongly disagree,Strongly disagree
2021_87,2021,,,Somewhat agree,Neither agree nor disagree
2021_88,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_89,2021,,,Strongly agree,Neither agree nor disagree
2021_90,2021,,,Neither agree nor disagree,Somewhat agree
2021_91,2021,,,Strongly disagree,Strongly disagree
2021_92,2021,,,Somewhat agree,Neither agree nor disagree
2021_93,2021,,,Somewhat disagree,Somewhat agree
2021_94,2021,,,Somewhat agree,Neither agree nor disagree
2021_95,2021,,,Somewhat agree,Strongly agree
2021_96,2021,,,Strongly agree,Strongly agree
2021_97,2021,,,Somewhat agree,Neither agree nor disagree
2021_98,2021,,,Strongly agree,Strongly agree
2021_99,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_100,2021,,,Strongly agree,Neither agree nor disagree
2021_101,2021,,,Somewhat agree,Strongly agree
2021_102,2021,,,Somewhat disagree,Strongly disagree
2021_103,2021,,,Strongly agree,Somewhat agree
2021_104,2021,,,Strongly agree,Strongly agree
2021_105,2021,,,Somewhat disagree,Somewhat disagree
2021_106,2021,,,Neither agree nor disagree,Somewhat agree
2021_107,2021,,,Somewhat agree,Somewhat agree
2021_108,2021,,,Strongly agree,Strongly agree
2021_109,2021,,,Strongly agree,Somewhat agree
2021_110,2021,,,Strongly agree,Somewhat agree
2021_111,2021,,,Somewhat agree,Neither agree nor disagree
2021_112,2021,,,Somewhat agree,Somewhat disagree
2021_113,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_114,2021,,,Neither agree nor disagree,Somewhat agree
2021_115,2021,,,Somewhat agree,Somewhat agree
2021_116,2021,,,Somewhat agree,Neither agree nor disagree
2021_117,2021,,,Somewhat agree,Neither agree nor disagree
2021_118,2021,,,Strongly agree,Somewhat agree
2021_119,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_120,2021,,,Strongly agree,Strongly disagree
2021_121,2021,,,Somewhat agree,Somewhat agree
2021_122,2021,,,Strongly agree,Strongly agree
2021_123,2021,,,Somewhat agree,Strongly agree
2021_124,2021,,,Somewhat agree,Strongly agree
2021_125,2021,,,Somewhat agree,Somewhat agree
2021_126,2021,,,Somewhat agree,Somewhat agree
2021_127,2021,,,Somewhat agree,Strongly agree
2021_128,2021,,,Somewhat disagree,Somewhat disagree
2021_129,2021,,,Somewhat agree,Somewhat agree
2021_130,2021,,,Somewhat agree,Somewhat agree
2021_131,2021,,,Neither agree nor disagree,Neither agree nor disagree
2021_132,2021,,,Somewhat agree,Strongly agree
2021_133,2021,,,Neither agree nor disagree,Strongly disagree
2021_134,2021,,,Somewhat disagree,Strongly disagree
2021_135,2021,,,Strongly agree,Strongly agree
2021_136,2021,,,Neither agree nor disagree,Somewhat agree
2021_137,2021,,,Somewhat agree,Strongly agree
2021_138,2021,,,Strongly agree,Strongly agree
2021_139,2021,,,Strongly agree,Somewhat agree
2021_140,2021,,,Somewhat agree,Strongly disagree
2021_141,2021,,,Somewhat agree,Neither agree nor disagree
2021_142,2021,,,Somewhat agree,Somewhat agree
2021_143,2021,,,Strongly agree,Neither agree nor disagree
2021_144,2021,,,Neither agree nor disagree,Strongly disagree
2021_145,2021,,,Somewhat agree,Somewhat agree
2021_146,2021,,,Somewhat agree,Neither agree nor disagree
2021_147,2021,,,Strongly disagree,Somewhat disagree
2021_148,2021,,,Somewhat agree,Somewhat agree
2021_149,2021,,,Strongly agree,Strongly agree
2021_150,2021,,,Neither agree nor disagree,Strongly disagree
2021_151,2021,,,Neither agree nor disagree,Somewhat disagree
2021_152,2021,,,Strongly agree,Strongly agree
2021_153,2021,,,Somewhat agree,Somewhat disagree
2021_154,2021,,,Somewhat agree,Strongly agree
2021_155,2021,,,Somewhat agree,Neither agree nor disagree
2021_156,2021,,,Somewhat agree,Somewhat disagree
2021_157,2021,,,Strongly agree,Somewhat agree
2021_158,2021,,,Neither agree nor disagree,Strongly disagree
2021_159,2021,,,Neither agree nor disagree,Strongly disagree
2021_160,2021,,,Strongly agree,Strongly agree
2021_161,2021,,,Strongly agree,Somewhat agree
2021_162,2021,,,Strongly disagree,Somewhat disagree
2021_163,2021,,,Neither agree nor disagree,Neither agree nor disagree
